,account_value
0,1074233.3856022211
1,1089141.767785299
2,1091999.878520082
3,1101456.0769879308
4,1103378.8727304663
5,1092647.1151262256
6,1087629.6828156165
7,1085765.2850739437
8,1099859.578672697
9,1110600.8882583873
10,1112802.0420351324
11,1115942.4506459725
12,1110936.757245663
13,1105041.846494829
14,1104631.5243615182
15,1105436.7338343386
16,1108179.3899027114
17,1108802.225671928
18,1117893.3094680514
19,1115080.977060981
20,1124956.2115375807
21,1132603.8197207628
22,1131640.2865224693
23,1126724.786511851
24,1131421.2706173607
25,1130996.844342862
26,1127640.1504119048
27,1121501.0217925943
28,1111060.1000287833
29,1113216.3870075748
30,1115185.442840318
31,1111575.8271480398
32,1102878.503451943
33,1097982.7321186606
34,1091672.7264034383
35,1104167.7020909383
36,1116309.2410375103
37,1114446.0790925056
38,1088744.2120769909
39,1093333.8371835193
40,1081178.5113218203
41,1076328.9162134393
42,1094054.906325358
43,1091664.7889513432
44,1113767.441758829
45,1135252.3801632335
46,1135276.153035254
47,1140154.0453739313
48,1148713.5427322364
49,1136679.564191472
50,1136438.7698933121
51,1151164.855710812
52,1151827.0171615921
53,1132762.6522003317
54,1122391.877121725
55,1140096.9666353744
56,1147317.992800798
57,1154109.41916566
58,1166364.351063169
59,1167672.2702474005
60,1168791.3915432103
61,1165618.9759981865
62,1162863.8969314818
